"","id","actor.name","order","gender","popularity.x","birthday","deathday","birthplace","film","revenue","budget","language","popularity.y","runtime","vote_average","vote_count","director","tagline","genres","certification","month_release","year_release","lustrum","log_popularity","log_revenue","genre6","genre7","genre1","genre2","genre3","genre4","genre5","totxmovie","tot_perso","perc","pass","tot1","gen1","value"
"78","15371","Yasuo Yamada",0,2,0.6,"1932-09-10","1995-03-19"," Tokyo, Japan","Lupin the Third: The Castle of Cagliostro",NA,NA,"ja","10.35","96","7.5","488","Hayao Miyazaki","","[12, 16, 35, 80]","PG","December","1979","1975-1980","2.33698652","#<U+FFFD>NOMBRE?","","","Adventure","Animation","Comedy","Crime","",10,11,0.909090909090909,"Male",1,"gen2",2
"79","696","Woody Allen",0,2,4.122,"1935-12-01","","The Bronx, New York City, New York, USA","Manhattan","39946780",NA,"en","9.864","96","7.9","1356","Woody Allen","","[35, 18, 10749]","R","April","1979","1975-1980","2.288891766","17.50305863","","","Comedy","Drama","Romance","","",7,14,0.5,"Female",0,"gen1",0
"80","696","Woody Allen",0,2,4.122,"1935-12-01","","The Bronx, New York City, New York, USA","Manhattan","39946780",NA,"en","9.864","96","7.9","1356","Woody Allen","","[35, 18, 10749]","R","April","1979","1975-1980","2.288891766","17.50305863","","","Comedy","Drama","Romance","","",7,14,0.5,"Male",6,"gen2",2
"81","28942","Oliver Reed",0,2,3.509,"1938-02-13","1999-05-02","Wimbledon, London, England, UK","The Brood",NA,"1355000","en","7.158","92","6.7","306","David Cronenberg","The Ultimate Experience in Inner Terror","[27, 878]","R","May","1979","1975-1980","1.968230612","#<U+FFFD>NOMBRE?","","","Horror","Science Fiction","","","",9,11,0.818181818181818,"Female",0,"gen1",0
"82","28942","Oliver Reed",0,2,3.509,"1938-02-13","1999-05-02","Wimbledon, London, England, UK","The Brood",NA,"1355000","en","7.158","92","6.7","306","David Cronenberg","The Ultimate Experience in Inner Terror","[27, 878]","R","May","1979","1975-1980","1.968230612","#<U+FFFD>NOMBRE?","","","Horror","Science Fiction","","","",9,11,0.818181818181818,"Male",2,"gen2",2
"83","1578","Robert De Niro",0,2,7.656,"1943-08-17","","Greenwich Village, New York City, New York, USA","Raging Bull","2.3e+07","1.8e+07","en","13.563","129","8","2234","Martin Scorsese","","[18]","R","November","1980","1980-1985","2.607345497","16.95100477","","","Drama","","","","",29,33,0.878787878787879,"Female",0,"gen1",0
"84","1578","Robert De Niro",0,2,7.656,"1943-08-17","","Greenwich Village, New York City, New York, USA","Raging Bull","2.3e+07","1.8e+07","en","13.563","129","8","2234","Martin Scorsese","","[18]","R","November","1980","1980-1985","2.607345497","16.95100477","","","Drama","","","","",29,33,0.878787878787879,"Male",5,"gen2",2
"85","525","Dan Aykroyd",0,2,2.987,"1952-07-01","","Ottawa, Ontario, Canada","The Blues Brothers","115229890","2.7e+07","en","13.763","133","7.7","2357","John Landis","They'll never get caught. They're on a mission from God.","[10402, 35, 28, 80]","R","June","1980","1980-1985","2.621983832","18.56243973","","","Music","Comedy","Action","Crime","",25,32,0.78125,"Female",0,"gen1",0
"86","525","Dan Aykroyd",0,2,2.987,"1952-07-01","","Ottawa, Ontario, Canada","The Blues Brothers","115229890","2.7e+07","en","13.763","133","7.7","2357","John Landis","They'll never get caught. They're on a mission from God.","[10402, 35, 28, 80]","R","June","1980","1980-1985","2.621983832","18.56243973","","","Music","Comedy","Action","Crime","",25,32,0.78125,"Male",2,"gen2",2
"87","1955","Anthony Hopkins",0,2,6.467,"1937-12-31","","Margam, Port Talbot, Glamorgan, Wales, UK","The Elephant Man","26010864","5e+06","en","11.756","124","8.1","1746","David Lynch","I am not an animal! I am a human being! I Ö am Ö a man!","[18, 36]","PG","October","1980","1980-1985","2.464363749","17.07402485","","","Drama","History","","","",46,70,0.657142857142857,"Female",0,"gen1",0
"88","1955","Anthony Hopkins",0,2,6.467,"1937-12-31","","Margam, Port Talbot, Glamorgan, Wales, UK","The Elephant Man","26010864","5e+06","en","11.756","124","8.1","1746","David Lynch","I am not an animal! I am a human being! I Ö am Ö a man!","[18, 36]","PG","October","1980","1980-1985","2.464363749","17.07402485","","","Drama","History","","","",46,70,0.657142857142857,"Male",2,"gen2",2
"89","11033","Michael Caine",0,2,5.293,"1933-03-14","","Rotherhithe, London, England, UK","Dressed to Kill","31899000","6500000","en","7.163","105","6.8","370","Brian De Palma","","[9648, 53]","R","July","1980","1980-1985","1.968928888","17.27808522","","","Mystery","Thriller","","","",6,10,0.6,"Female",0,"gen1",0
"90","11033","Michael Caine",0,2,5.293,"1933-03-14","","Rotherhithe, London, England, UK","Dressed to Kill","31899000","6500000","en","7.163","105","6.8","370","Brian De Palma","","[9648, 53]","R","July","1980","1980-1985","1.968928888","17.27808522","","","Mystery","Thriller","","","",6,10,0.6,"Male",3,"gen2",2
"91","790","Adrienne Barbeau",0,1,2.268,"1945-06-11","","Sacramento, California, USA","The Fog","21378361","1e+06","en","8.322","89","6.6","690","John Carpenter","Lock your doors. Bolt your windows. There's something in THE FOG!","[27]","R","February","1980","1980-1985","2.118902611","16.8778898","","","Horror","","","","",4,13,0.307692307692308,"Male",4,"gen1",1
"92","790","Adrienne Barbeau",0,1,2.268,"1945-06-11","","Sacramento, California, USA","The Fog","21378361","1e+06","en","8.322","89","6.6","690","John Carpenter","Lock your doors. Bolt your windows. There's something in THE FOG!","[27]","R","February","1980","1980-1985","2.118902611","16.8778898","","","Horror","","","","",4,13,0.307692307692308,"Female",0,"gen2",0
"93","85","Harrison Ford",0,2,7.408,"1942-07-13","","Chicago, Illinois, USA","Raiders of the Lost Ark","389925971","1.8e+07","en","16.317","115","7.9","7513","Steven Spielberg","Indiana Jones - the new hero from the creators of JAWS and STAR WARS.","[28, 12]","PG","June","1981","1980-1985","2.792207509","19.78146746","","","Action","Adventure","","","",33,34,0.970588235294118,"Female",0,"gen1",0
"94","85","Harrison Ford",0,2,7.408,"1942-07-13","","Chicago, Illinois, USA","Raiders of the Lost Ark","389925971","1.8e+07","en","16.317","115","7.9","7513","Steven Spielberg","Indiana Jones - the new hero from the creators of JAWS and STAR WARS.","[28, 12]","PG","June","1981","1980-1985","2.792207509","19.78146746","","","Action","Adventure","","","",33,34,0.970588235294118,"Male",6,"gen2",2
"95","814","David Naughton",0,2,1.562,"1951-02-13","","Hartford, Connecticut, USA","An American Werewolf in London","31973249","1e+07","en","9.258","97","7.3","1154","John Landis","Beware the Moon.","[35, 27]","R","August","1981","1980-1985","2.225488043","17.28041014","","","Comedy","Horror","","","",35,49,0.714285714285714,"Female",0,"gen1",0
"96","814","David Naughton",0,2,1.562,"1951-02-13","","Hartford, Connecticut, USA","An American Werewolf in London","31973249","1e+07","en","9.258","97","7.3","1154","John Landis","Beware the Moon.","[35, 27]","R","August","1981","1980-1985","2.225488043","17.28041014","","","Comedy","Horror","","","",35,49,0.714285714285714,"Male",3,"gen2",2
"97","9538","Stephen Lack",0,2,0.6,"1946-01-01","","Montr√©al, Qu√©bec, Canada","Scanners","14225876","4100000","en","7.668","103","6.8","534","David Cronenberg","10 Seconds: The Pain Begins. 15 Seconds: You Canít Breathe. 20 Seconds: You Explode.","[878, 27]","R","January","1981","1980-1985","2.037055825","16.47057312","","","Science Fiction","Horror","","","",8,9,0.888888888888889,"Female",0,"gen1",0
"98","9538","Stephen Lack",0,2,0.6,"1946-01-01","","Montr√©al, Qu√©bec, Canada","Scanners","14225876","4100000","en","7.668","103","6.8","534","David Cronenberg","10 Seconds: The Pain Begins. 15 Seconds: You Canít Breathe. 20 Seconds: You Explode.","[878, 27]","R","January","1981","1980-1985","2.037055825","16.47057312","","","Science Fiction","Horror","","","",8,9,0.888888888888889,"Male",3,"gen2",2
"99","11644","John Travolta",0,2,4.196,"1954-02-18","","Englewood, New Jersey, USA","Blow Out","1.2e+07","1.8e+07","en","9.52","108","7.4","601","Brian De Palma","Murder has a sound all of its own!","[53]","R","July","1981","1980-1985","2.253394849","16.30041721","","","Thriller","","","","",19,24,0.791666666666667,"Female",0,"gen1",0
"100","11644","John Travolta",0,2,4.196,"1954-02-18","","Englewood, New Jersey, USA","Blow Out","1.2e+07","1.8e+07","en","9.52","108","7.4","601","Brian De Palma","Murder has a sound all of its own!","[53]","R","July","1981","1980-1985","2.253394849","16.30041721","","","Thriller","","","","",19,24,0.791666666666667,"Male",4,"gen2",2
"101","1103","Kurt Russell",0,2,4.633,"1951-03-17","","Springfield, Massachusetts, USA","Escape from New York","50244700","6e+06","en","13.208","99","7.1","1581","John Carpenter","New York is a disease. Meet the cure.","[878, 28]","R","May","1981","1980-1985","2.580822707","17.73241563","","","Science Fiction","Action","","","",13,15,0.866666666666667,"Female",0,"gen1",0
"102","1103","Kurt Russell",0,2,4.633,"1951-03-17","","Springfield, Massachusetts, USA","Escape from New York","50244700","6e+06","en","13.208","99","7.1","1581","John Carpenter","New York is a disease. Meet the cure.","[878, 28]","R","May","1981","1980-1985","2.580822707","17.73241563","","","Science Fiction","Action","","","",13,15,0.866666666666667,"Male",5,"gen2",2
"103","78","Harrison Ford",0,2,7.408,"1942-07-13","","Chicago, Illinois, USA","Blade Runner","32868943","2.8e+07","en","29.973","117","7.9","8551","Ridley Scott","Man has made his match... now it's his problem.","[18, 878, 53]","R","June","1982","1980-1985","3.400296976","17.30803879","","","Drama","Science Fiction","Thriller","","",14,20,0.7,"Female",0,"gen1",0
"104","78","Harrison Ford",0,2,7.408,"1942-07-13","","Chicago, Illinois, USA","Blade Runner","32868943","2.8e+07","en","29.973","117","7.9","8551","Ridley Scott","Man has made his match... now it's his problem.","[18, 878, 53]","R","June","1982","1980-1985","3.400296976","17.30803879","","","Drama","Science Fiction","Thriller","","",14,20,0.7,"Male",3,"gen2",2
"105","1091","Kurt Russell",0,2,4.633,"1951-03-17","","Springfield, Massachusetts, USA","The Thing","19629760","1.5e+07","en","15.438","109","8","3590","John Carpenter","Man is The Warmest Place to Hide.","[27, 9648, 878]","R","June","1982","1980-1985","2.736832003","16.79255734","","","Horror","Mystery","Science Fiction","","",15,16,0.9375,"Female",0,"gen1",0
"106","1091","Kurt Russell",0,2,4.633,"1951-03-17","","Springfield, Massachusetts, USA","The Thing","19629760","1.5e+07","en","15.438","109","8","3590","John Carpenter","Man is The Warmest Place to Hide.","[27, 9648, 878]","R","June","1982","1980-1985","2.736832003","16.79255734","","","Horror","Mystery","Science Fiction","","",15,16,0.9375,"Male",6,"gen2",2
"107","601","Henry Thomas",0,2,3.059,"1971-09-09","","San Antonio, Texas, USA","E.T. the Extra-Terrestrial","792965326","10500000","en","16.241","115","7.5","7302","Steven Spielberg","He is afraid. He is alone. He is three million light years from home.","[878, 12, 10751, 14]","PG","June","1982","1980-1985","2.787538909","20.49129005","","","Science Fiction","Adventure","Family","Fantasy","",9,16,0.5625,"Female",0,"gen1",0
"108","601","Henry Thomas",0,2,3.059,"1971-09-09","","San Antonio, Texas, USA","E.T. the Extra-Terrestrial","792965326","10500000","en","16.241","115","7.5","7302","Steven Spielberg","He is afraid. He is alone. He is three million light years from home.","[878, 12, 10751, 14]","PG","June","1982","1980-1985","2.787538909","20.49129005","","","Science Fiction","Adventure","Family","Fantasy","",9,16,0.5625,"Male",7,"gen2",2
"109","262","Robert De Niro",0,2,7.656,"1943-08-17","","Greenwich Village, New York City, New York, USA","The King of Comedy",NA,"2e+07","en","6.877","109","7.7","974","Martin Scorsese","It's No Laughing Matter.","[35, 18]","PG","December","1982","1980-1985","1.92818251","#<U+FFFD>NOMBRE?","","","Comedy","Drama","","","",21,34,0.617647058823529,"Female",0,"gen1",0
"110","262","Robert De Niro",0,2,7.656,"1943-08-17","","Greenwich Village, New York City, New York, USA","The King of Comedy",NA,"2e+07","en","6.877","109","7.7","974","Martin Scorsese","It's No Laughing Matter.","[35, 18]","PG","December","1982","1980-1985","1.92818251","#<U+FFFD>NOMBRE?","","","Comedy","Drama","","","",21,34,0.617647058823529,"Male",6,"gen2",2
"111","14742","Henry Winkler",0,2,2.656,"1945-10-30","","New York City, New York, USA","Night Shift","21095683",NA,"en","7.976","106","6.1","92","Ron Howard","Ever since two enterprising young men turned the City Morgue into a swinging business, people have been dying to get in.","[35]","R","July","1982","1980-1985","2.076437033","16.86457898","","","Comedy","","","","",17,31,0.548387096774194,"Female",0,"gen1",0
"112","14742","Henry Winkler",0,2,2.656,"1945-10-30","","New York City, New York, USA","Night Shift","21095683",NA,"en","7.976","106","6.1","92","Ron Howard","Ever since two enterprising young men turned the City Morgue into a swinging business, people have been dying to get in.","[35]","R","July","1982","1980-1985","2.076437033","16.86457898","","","Comedy","","","","",17,31,0.548387096774194,"Male",1,"gen2",2
"113","17918","Louis Jourdan",0,2,1.09,"1921-06-19","2015-02-14","Marseille, Bouches-du-Rh√¥ne, France","Swamp Thing",NA,"1e+07","en","6.037","91","5.4","177","Wes Craven","Science changed him into a monster. Love changed him even more!","[27, 878]","PG","February","1982","1980-1985","1.7979072","#<U+FFFD>NOMBRE?","","","Horror","Science Fiction","","","",8,10,0.8,"Female",0,"gen1",0
"114","17918","Louis Jourdan",0,2,1.09,"1921-06-19","2015-02-14","Marseille, Bouches-du-Rh√¥ne, France","Swamp Thing",NA,"1e+07","en","6.037","91","5.4","177","Wes Craven","Science changed him into a monster. Love changed him even more!","[27, 878]","PG","February","1982","1980-1985","1.7979072","#<U+FFFD>NOMBRE?","","","Horror","Science Fiction","","","",8,10,0.8,"Male",3,"gen2",2
"115","10724","Clint Eastwood",0,2,8.016,"1930-05-31","","San Francisco, California, USA","Firefox","70687344","1.8e+07","en","7.427","136","6.1","253","Clint Eastwood","...the most devastating killing machine ever built... his job... steal it!","[878, 28, 12, 53]","PG","June","1982","1980-1985","2.005122009","18.0737771","","","Science Fiction","Action","Adventure","Thriller","",42,43,0.976744186046512,"Female",0,"gen1",0
"116","10724","Clint Eastwood",0,2,8.016,"1930-05-31","","San Francisco, California, USA","Firefox","70687344","1.8e+07","en","7.427","136","6.1","253","Clint Eastwood","...the most devastating killing machine ever built... his job... steal it!","[878, 28, 12, 53]","PG","June","1982","1980-1985","2.005122009","18.0737771","","","Science Fiction","Action","Adventure","Thriller","",42,43,0.976744186046512,"Male",5,"gen2",2
"117","111","Al Pacino",0,2,6.429,"1940-04-25","","New York City, New York, USA","Scarface","66023329","2.5e+07","en","17.131","170","8.1","6310","Brian De Palma","The world is yours...","[28, 80, 18, 53]","R","December","1983","1980-1985","2.840889688","18.00551871","","","Action","Crime","Drama","Thriller","",38,51,0.745098039215686,"Female",0,"gen1",0
"118","111","Al Pacino",0,2,6.429,"1940-04-25","","New York City, New York, USA","Scarface","66023329","2.5e+07","en","17.131","170","8.1","6310","Brian De Palma","The world is yours...","[28, 80, 18, 53]","R","December","1983","1980-1985","2.840889688","18.00551871","","","Action","Crime","Drama","Thriller","",38,51,0.745098039215686,"Male",5,"gen2",2
"119","227","Matt Dillon",0,2,3.081,"1964-02-18","","New Rochelle, New York, USA","The Outsiders","33697647","1e+07","en","10.398","91","7.3","650","Francis Ford Coppola","They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.","[80, 18]","PG","March","1983","1980-1985","2.34161348","17.33293857","","","Crime","Drama","","","",15,18,0.833333333333333,"Female",0,"gen1",0
"120","227","Matt Dillon",0,2,3.081,"1964-02-18","","New Rochelle, New York, USA","The Outsiders","33697647","1e+07","en","10.398","91","7.3","650","Francis Ford Coppola","They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.","[80, 18]","PG","March","1983","1980-1985","2.34161348","17.33293857","","","Crime","Drama","","","",15,18,0.833333333333333,"Male",5,"gen2",2
"121","8769","Keith Gordon",0,2,3.153,"1961-02-03","","New York City, New York, USA","Christine","21200000",NA,"en","9.245","110","6.7","921","John Carpenter","How do you kill something that can't possibly be alive?","[27]","R","December","1983","1980-1985","2.224082865","16.86951174","","","Horror","","","","",15,19,0.789473684210526,"Female",0,"gen1",0
"122","8769","Keith Gordon",0,2,3.153,"1961-02-03","","New York City, New York, USA","Christine","21200000",NA,"en","9.245","110","6.7","921","John Carpenter","How do you kill something that can't possibly be alive?","[27]","R","December","1983","1980-1985","2.224082865","16.86951174","","","Horror","","","","",15,19,0.789473684210526,"Male",7,"gen2",2
"123","837","James Woods",0,2,5.27,"1947-04-18","","Vernal, Utah, USA","Videodrome","2120439","5952000","en","7.348","88","7.3","1064","David Cronenberg","First it controls your mind. Then it destroys your body.","[27, 9648, 878]","R","February","1983","1980-1985","1.994428167","14.5671337","","","Horror","Mystery","Science Fiction","","",9,15,0.6,"Female",0,"gen1",0
"124","837","James Woods",0,2,5.27,"1947-04-18","","Vernal, Utah, USA","Videodrome","2120439","5952000","en","7.348","88","7.3","1064","David Cronenberg","First it controls your mind. Then it destroys your body.","[27, 9648, 878]","R","February","1983","1980-1985","1.994428167","14.5671337","","","Horror","Mystery","Science Fiction","","",9,15,0.6,"Male",4,"gen2",2
"125","1621","Dan Aykroyd",0,2,2.987,"1952-07-01","","Ottawa, Ontario, Canada","Trading Places","90404800","1.5e+07","en","12.472","116","7.1","1775","John Landis","They're not just getting rich... They're getting even.","[35]","R","June","1983","1980-1985","2.523486132","18.31980792","","","Comedy","","","","",41,47,0.872340425531915,"Female",0,"gen1",0
"126","1621","Dan Aykroyd",0,2,2.987,"1952-07-01","","Ottawa, Ontario, Canada","Trading Places","90404800","1.5e+07","en","12.472","116","7.1","1775","John Landis","They're not just getting rich... They're getting even.","[35]","R","June","1983","1980-1985","2.523486132","18.31980792","","","Comedy","","","","",41,47,0.872340425531915,"Male",4,"gen2",2
"127","15301","Dan Aykroyd",0,2,2.987,"1952-07-01","","Ottawa, Ontario, Canada","Twilight Zone: The Movie","29450919","1e+07","en","8.923","101","6.4","373","Steven Spielberg","You're travelling through another dimension. A dimension, not only of sight and sound, but of mind. A journey into a wondrous land whose boundaries are that of imagination. Next stop, the Twilight Zone!","[18, 14, 27, 878, 53]","PG","June","1983","1980-1985","2.188632213","17.19823567","","","Drama","Fantasy","Horror","Science Fiction","Thriller",37,52,0.711538461538462,"Female",0,"gen1",0
"128","15301","Dan Aykroyd",0,2,2.987,"1952-07-01","","Ottawa, Ontario, Canada","Twilight Zone: The Movie","29450919","1e+07","en","8.923","101","6.4","373","Steven Spielberg","You're travelling through another dimension. A dimension, not only of sight and sound, but of mind. A journey into a wondrous land whose boundaries are that of imagination. Next stop, the Twilight Zone!","[18, 14, 27, 878, 53]","PG","June","1983","1980-1985","2.188632213","17.19823567","","","Drama","Fantasy","Horror","Science Fiction","Thriller",37,52,0.711538461538462,"Male",8,"gen2",2
"129","11336","Christopher Walken",0,2,3.188,"1943-03-31","","Queens, New York USA","The Dead Zone","20766616","1e+07","en","8.77","103","7.1","711","David Cronenberg","In his mind, he has the power to see the future. In his hands, he has the power to change it.","[27, 878, 53]","R","October","1983","1980-1985","2.171336806","16.84885726","","","Horror","Science Fiction","Thriller","","",15,20,0.75,"Female",0,"gen1",0
"130","11336","Christopher Walken",0,2,3.188,"1943-03-31","","Queens, New York USA","The Dead Zone","20766616","1e+07","en","8.77","103","7.1","711","David Cronenberg","In his mind, he has the power to see the future. In his hands, he has the power to change it.","[27, 878, 53]","R","October","1983","1980-1985","2.171336806","16.84885726","","","Horror","Science Fiction","Thriller","","",15,20,0.75,"Male",5,"gen2",2
"131","232","Matt Dillon",0,2,3.081,"1964-02-18","","New Rochelle, New York, USA","Rumble Fish","2494480","1e+07","en","7.806","94","7.2","320","Francis Ford Coppola","Rusty James can't live up to his brother's reputation. His brother can't live it down.","[28, 80, 18]","R","October","1983","1980-1985","2.054892669","14.72959085","","","Action","Crime","Drama","","",17,28,0.607142857142857,"Female",0,"gen1",0
"132","232","Matt Dillon",0,2,3.081,"1964-02-18","","New Rochelle, New York, USA","Rumble Fish","2494480","1e+07","en","7.806","94","7.2","320","Francis Ford Coppola","Rusty James can't live up to his brother's reputation. His brother can't live it down.","[28, 80, 18]","R","October","1983","1980-1985","2.054892669","14.72959085","","","Action","Crime","Drama","","",17,28,0.607142857142857,"Male",6,"gen2",2
"133","11030","Woody Allen",0,2,4.122,"1935-12-01","","The Bronx, New York City, New York, USA","Zelig","11798616",NA,"en","6.358","79","7.6","470","Woody Allen","You wanted more when it was all over!","[35]","PG","July","1983","1980-1985","1.849713862","16.28349279","","","Comedy","","","","",12,22,0.545454545454545,"Female",0,"gen1",0
"134","11030","Woody Allen",0,2,4.122,"1935-12-01","","The Bronx, New York City, New York, USA","Zelig","11798616",NA,"en","6.358","79","7.6","470","Woody Allen","You wanted more when it was all over!","[35]","PG","July","1983","1980-1985","1.849713862","16.28349279","","","Comedy","","","","",12,22,0.545454545454545,"Male",7,"gen2",2
"135","92060","Michael Jackson",0,2,1.402,"1958-08-29","2009-06-25","Gary, Indiana, USA","Michael Jackson's Thriller",NA,"1100000","en","5.516","14","8.1","273","John Landis","","[27, 10402]","","November","1983","1980-1985","1.70765296","#<U+FFFD>NOMBRE?","","","Horror","Music","","","",6,7,0.857142857142857,"Female",0,"gen1",0
"136","92060","Michael Jackson",0,2,1.402,"1958-08-29","2009-06-25","Gary, Indiana, USA","Michael Jackson's Thriller",NA,"1100000","en","5.516","14","8.1","273","John Landis","","[27, 10402]","","November","1983","1980-1985","1.70765296","#<U+FFFD>NOMBRE?","","","Horror","Music","","","",6,7,0.857142857142857,"Male",5,"gen2",2
"137","10650","Clint Eastwood",0,2,8.016,"1930-05-31","","San Francisco, California, USA","Sudden Impact","67642693","2.2e+07","en","9.477","117","6.6","430","Clint Eastwood","Dirty Harry is at it again","[80]","R","December","1983","1980-1985","2.24886781","18.02974989","","","Crime","","","","",11,17,0.647058823529412,"Female",0,"gen1",0
"138","10650","Clint Eastwood",0,2,8.016,"1930-05-31","","San Francisco, California, USA","Sudden Impact","67642693","2.2e+07","en","9.477","117","6.6","430","Clint Eastwood","Dirty Harry is at it again","[80]","R","December","1983","1980-1985","2.24886781","18.02974989","","","Crime","","","","",11,17,0.647058823529412,"Male",6,"gen2",2
"139","81","Sumi Shimamoto",0,1,1.457,"1954-12-08","","K≈çchi, Japan","Nausica√§ of the Valley of the Wind","3301446","1e+06","ja","19.491","117","7.9","1681","Hayao Miyazaki","A young girl's love called forth miraclesÖ","[12, 16, 14]","PG","March","1984","1980-1985","2.969952821","15.00987111","","","Adventure","Animation","Fantasy","","",5,13,0.384615384615385,"Male",2,"gen1",1
"140","81","Sumi Shimamoto",0,1,1.457,"1954-12-08","","K≈çchi, Japan","Nausica√§ of the Valley of the Wind","3301446","1e+06","ja","19.491","117","7.9","1681","Hayao Miyazaki","A young girl's love called forth miraclesÖ","[12, 16, 14]","PG","March","1984","1980-1985","2.969952821","15.00987111","","","Adventure","Animation","Fantasy","","",5,13,0.384615384615385,"Female",0,"gen2",0
"141","87","Harrison Ford",0,2,7.408,"1942-07-13","","Chicago, Illinois, USA","Indiana Jones and the Temple of Doom","3.33e+08","2.8e+07","en","13.731","118","7.2","5527","Steven Spielberg","If adventure has a name... it must be Indiana Jones.","[12, 28]","PG","May","1984","1980-1985","2.61965605","19.62365305","","","Adventure","Action","","","",26,29,0.896551724137931,"Female",0,"gen1",0
"142","87","Harrison Ford",0,2,7.408,"1942-07-13","","Chicago, Illinois, USA","Indiana Jones and the Temple of Doom","3.33e+08","2.8e+07","en","13.731","118","7.2","5527","Steven Spielberg","If adventure has a name... it must be Indiana Jones.","[12, 28]","PG","May","1984","1980-1985","2.61965605","19.62365305","","","Adventure","Action","","","",26,29,0.896551724137931,"Male",9,"gen2",2
"143","841","Kyle MacLachlan",0,2,1.552,"1959-02-22","","Yakima - Washington - USA","Dune","30925690","4e+07","en","12.486","137","6.4","1177","David Lynch","A world beyond your experience, beyond your imagination.","[28, 878, 12]","PG-13","December","1984","1980-1985","2.524608017","17.24709779","","","Action","Science Fiction","Adventure","","",22,35,0.628571428571429,"Female",0,"gen1",0
"144","841","Kyle MacLachlan",0,2,1.552,"1959-02-22","","Yakima - Washington - USA","Dune","30925690","4e+07","en","12.486","137","6.4","1177","David Lynch","A world beyond your experience, beyond your imagination.","[28, 878, 12]","PG-13","December","1984","1980-1985","2.524608017","17.24709779","","","Action","Science Fiction","Adventure","","",22,35,0.628571428571429,"Male",3,"gen2",2
"145","377","John Saxon",0,2,6.12,"1935-08-05","","Brooklyn, New York, USA","A Nightmare on Elm Street","25504513","1800000","en","17.244","91","7.3","2830","Wes Craven","If Nancy Doesn't Wake Up Screaming, She Won't Wake Up At All!","[27]","R","November","1984","1980-1985","2.847464257","17.05436597","","","Horror","","","","",17,27,0.62962962962963,"Female",0,"gen1",0
"146","377","John Saxon",0,2,6.12,"1935-08-05","","Brooklyn, New York, USA","A Nightmare on Elm Street","25504513","1800000","en","17.244","91","7.3","2830","Wes Craven","If Nancy Doesn't Wake Up Screaming, She Won't Wake Up At All!","[27]","R","November","1984","1980-1985","2.847464257","17.05436597","","","Horror","","","","",17,27,0.62962962962963,"Male",4,"gen2",2
"147","9326","Michael Douglas",0,2,5.685,"1944-09-25","","New Brunswick, New Jersey, USA","Romancing the Stone","86572238","1e+07","en","9.268","106","6.7","949","Robert Zemeckis","She's a girl from the big city. He's a reckless soldier of fortune. For a fabulous treasure, they share an adventure no one could imagine... or survive.","[28, 12, 35, 10749]","PG","March","1984","1980-1985","2.226567607","18.27648974","","","Action","Adventure","Comedy","Romance","",15,20,0.75,"Female",0,"gen1",0
"148","9326","Michael Douglas",0,2,5.685,"1944-09-25","","New Brunswick, New Jersey, USA","Romancing the Stone","86572238","1e+07","en","9.268","106","6.7","949","Robert Zemeckis","She's a girl from the big city. He's a reckless soldier of fortune. For a fabulous treasure, they share an adventure no one could imagine... or survive.","[28, 12, 35, 10749]","PG","March","1984","1980-1985","2.226567607","18.27648974","","","Action","Adventure","Comedy","Romance","",15,20,0.75,"Male",1,"gen2",2
"149","2619","Tom Hanks",0,2,15.953,"1956-07-09","","Concord, California, USA","Splash","69821334","8e+06","en","8.253","111","6.2","706","Ron Howard","Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong!","[35, 14, 10749]","PG","March","1984","1980-1985","2.110576771","18.06145017","","","Comedy","Fantasy","Romance","","",14,20,0.7,"Female",0,"gen1",0
"150","2619","Tom Hanks",0,2,15.953,"1956-07-09","","Concord, California, USA","Splash","69821334","8e+06","en","8.253","111","6.2","706","Ron Howard","Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong!","[35, 14, 10749]","PG","March","1984","1980-1985","2.110576771","18.06145017","","","Comedy","Fantasy","Romance","","",14,20,0.7,"Male",2,"gen2",2
"151","9663","Jeff Bridges",0,2,5.109,"1949-12-04","","Los Angeles, California, USA","Starman","28744356","2.2e+07","en","6.165","115","6.8","410","John Carpenter","In 1977 Voyager II was launched into space, inviting all lifeforms in the universe to visit our planet. Get ready. Company's coming.","[10749, 878]","PG","December","1984","1980-1985","1.818888137","17.17395199","","","Romance","Science Fiction","","","",17,20,0.85,"Female",0,"gen1",0
"152","9663","Jeff Bridges",0,2,5.109,"1949-12-04","","Los Angeles, California, USA","Starman","28744356","2.2e+07","en","6.165","115","6.8","410","John Carpenter","In 1977 Voyager II was launched into space, inviting all lifeforms in the universe to visit our planet. Get ready. Company's coming.","[10749, 878]","PG","December","1984","1980-1985","1.818888137","17.17395199","","","Romance","Science Fiction","","","",17,20,0.85,"Male",8,"gen2",2
"153","105","Michael J. Fox",0,2,3.075,"1961-06-09","","Edmonton, Alberta, Canada","Back to the Future","381109762","1.9e+07","en","26.943","116","8.3","12421","Robert Zemeckis","He's the only kid ever to get into trouble before he was born.","[12, 35, 878, 10751]","PG","July","1985","1985-1990","3.293723523","19.75859798","","","Adventure","Comedy","Science Fiction","Family","",27,38,0.710526315789474,"Female",0,"gen1",0
